watch_name,type_gender,brand,watch_color,watch_size,length_of_band,price
Rolex Combi Diamond Watch (179171),F,Rolex,pink combination,15.0,26.0,10800.0
Cartier Santos Dumont Watch (Small),F,Cartier,other,17.0,27.0,4500.0
Cartier Longe Solo Steel Watch (W6701005),Both,Cartier,steel,16.0,36.0,3300.0
Cartier Ballon Bleu Steel Watch (WSBB0048),Both,Cartier,steel,15.0,36.0,5700.0
Rolex Datejust Combination Watch (116233),M,Rolex,yellow combination,17.0,36.0,10000.0
Hermes H Hour Diamond Watch (HH1.210),F,Hermes,black,16.0,21.0,2000.0
Tag Heuer Aquaracer Steel Watch (WAY201D),M,Tagheuer,steel,16.0,44.0,1500.0
Gucci Gold Plated Watch (126.4),Both,Gucci,green,17.0,38.0,600.0
Rolex Steel Watch (126200),M,Rolex,steel,16.0,36.0,10500.0
IWC Portuguese Chrono Watch (IW371447),M,IWC,black,18.0,41.0,5500.0
Rolex Datejust Diamond Watch (278288),F,Rolex,yellow gold,13.0,31.0,64000.0
Piaget Possession diamond gold watch,F,Piaget,white,17.0,29.0,19000.0
Hermes H Hour Diamond Steel Watch (HH1.230),F,Hermes,other,16.0,25.5,9900.0
Chaumet Class One diamond steel watch,F,Chaumet,white,15.0,33.0,5400.0
Hermes Asso Dia Steel Watch (AR6.630),F,Hermes,black,18.0,34.0,13000.0
Hermes Cape Cod Diamond Gold Watch (CC1.289),F,Hermes,brown,17.0,28.0,9900.0
Chanel J12 diamond watch,M,Chanel,black,16.0,39.0,7800.0
Cartier Tank Combi Watch (Large),M,Cartier,yellow combination,19.0,28.0,3200.0
Hermes H Hour Diamond Gold Plated Watch (HH1.202),F,Hermes,black,15.0,25.5,3500.0
Breitling Colt Steel Watch (A17388),M,BREITLING,steel,17.0,44.0,2900.0
Cartier Ballon Bleu Steel Watch (W69010Z4),F,Cartier,steel,14.0,28.0,3900.0
Zenith Captain Gold Moonphase Watch,M,ZENITH,dark blue,20.0,40.0,14000.0
Omega Seamaster Planet Ocean Steel Watch (220.85.00),M,OMEGA,black,19.0,45.0,3000.0
Cartier Ballon Bleu Steel Watch,F,Cartier,steel,15.0,28.0,3300.0
Bvlgari Lucea Diamond Steel Watch (LU28S),F,Bvlgari,steel,14.0,28.0,4000.0
Tag Heuer Aquaracer Steel Watch (WAY201S-0),M,Tagheuer,steel,18.0,44.0,2800.0
Christian Dior Riva Chrono Dia Steel Watch (D81-101),F,Christian Dior,other,18.0,32.0,712.0
Rolex Skydweller Combi Watch (326933),M,Rolex,yellow combination,18.0,42.0,31500.0
Rolex Skydweller Combi Watch (326933),M,Rolex,yellow combination,19.0,42.0,29500.0
Tag Heuer Carrera Steel Watch (WAR201E),M,Tagheuer,steel,17.0,41.0,1300.0
Bvlgari Diagono Calibro 303 Combi Watch (DGP42SGCH),M,Bvlgari,dark blue,18.0,42.0,7300.0
Cartier Santos Gold Watch (Medium),M,Cartier,black,17.0,33.0,13900.0
Cartier Tank Combi Diamond Watch (Small),F,Cartier,pink combination,14.0,20.0,5800.0
Cartier Ballon Bleu Diamond Steel Watch,Both,Cartier,steel,18.0,36.0,6000.0
Gucci Steel Watch (102),F,Gucci,steel,13.0,14.0,180.0
Tag Heuer Carrera Chrono Steel Watch (CV2010-3),M,Tagheuer,black,19.0,42.0,2000.0
Tag Heuer Aquaracer GMT Steel Watch (WAY201T),M,Tagheuer,steel,16.0,44.0,2600.0
Cartier Santos 100 Combi Watch (Medium),Both,Cartier,dark blue,18.0,33.0,5000.0
Breitling Superocean Steel Watch (A17375),M,BREITLING,steel,18.0,42.0,5500.0
Lange & Sohne Saxonia Gold Watch,M,A lange & sohne,black,19.0,38.0,33500.0
Rolex Datejust Combination Watch (279163),F,Rolex,yellow combination,16.0,28.0,11500.0
IWC Portofino Chrono Steel Watch,M,IWC,dark blue,21.0,42.0,4500.0
TAG Heuer Carrera Steel Watch (WAS2110),M,Tagheuer,black,18.0,39.0,1100.0
Frederique Constant Classic Business Moonphase Steel Watch (FC-270X4P4/5/6),F,,steel,17.0,40.0,650.0
Maurice Lacroix Steel Watch (EL1087),M,,steel,17.0,38.0,420.0
IWC Portuguese Chrono Watch,M,IWC,black,20.0,41.0,5000.0
Chanel Mademoiselle Gold Diamond Watch,F,Chanel,other,15.0,22.0,8350.0
Rolex Datejust 10P Diamond Combi Watch (116231),M,Rolex,pink combination,18.0,36.0,15500.0
Chanel Matrazé Steel Watch,F,Chanel,steel,14.0,19.0,1100.0
IWC Portuguese 7DAYS Watch (IW500704),M,IWC,black,18.0,42.0,8000.0
Franck Muller Long Island Gold Diamond Watch,F,Franck Muller,black,16.0,27.5,9500.0
IWC Spitfire Chrono Gold Watch (IW387803),M,IWC,brown,19.0,43.0,17500.0
Gucci Steel Watch (125.5),F,Gucci,steel,14.0,23.0,300.0
Cartier Ballon Bleu Combi Watch (Small),F,Cartier,yellow combination,13.0,28.0,6500.0
Hermes Faubourg Diamond Gold Watch (FG1.191),F,Hermes,other,14.0,16.0,15000.0
Hermes H Hour Gold Plated Watch (HH1.501),F,Hermes,other,17.0,30.5,2700.0
Cartier Santos Dumont Gold Watch (Large),Both,Cartier,other,17.0,32.0,14200.0
Omega Constellation Steel Watch,F,OMEGA,steel,16.0,25.0,720.0
Breguet TypeXXI Chrono Titanium Watch (3810),M,Breguet,black,18.0,43.0,13000.0
Cartier Ballon Bleu Steel Watch (Small),F,Cartier,steel,13.0,28.0,4200.0
Panerai Luminor Due Watch (PAM00903),Both,PANERAI,other,17.0,36.0,4500.0
Omega Deville Ladymatic Diamond Watch,F,OMEGA,black,16.0,34.0,4000.0
Cartier Ballon Bleu Combination Watch,M,Cartier,yellow combination,18.0,42.0,6500.0
Breitling Premier Chrono Steel Watch (A13315),M,BREITLING,steel,18.0,42.0,4600.0
Hermes Kelly2 Two Strap Steel Watch (KT1.210),F,Hermes,other,16.0,28.0,1200.0
Louis Vuitton Tambour Chrono Steel Watch (Q1141),M,Louis Vuitton,other,19.0,41.0,6400.0
Omega Constellation Diamond Steel Watch (1465.51.00),F,OMEGA,steel,15.0,23.0,1950.0
Jaeger Lecoultre Reverso Diamond Steel Watch (Q3288420),F,Jaeger leCoultre,other,16.0,30.0,5750.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,brown,16.0,25.5,950.0
Gucci Diamond Steel Watch (120),F,Gucci,steel,15.0,23.5,200.0
Tag Heuer Aquaracer Steel Watch (WAY101A),M,Tagheuer,steel,16.0,44.0,1000.0
Tiffany Atlas Steel Watch,Both,Tiffany,steel,16.0,37.0,1000.0
Tag Heuer Carrera Steel Chrono Watch (CBN2A1A),M,Tagheuer,steel,17.0,44.0,4450.0
Gucci Steel Watch (126.3),M,Gucci,steel,16.0,40.0,1000.0
Breitling Superocean Steel Watch (A17390),M,BREITLING,steel,17.0,44.0,2150.0
Piaget Tradition Gold Diamond Watch,F,Piaget,other,16.0,23.0,13700.0
Omega Seamaster Diver300 Watch,M,OMEGA,black,21.0,42.0,5100.0
Christian Dior VIII Diamond Combi Watch (CD153B2G),Both,Christian Dior,blue,17.0,37.0,15000.0
Breitling Navitimer Chrono Steel Watch (AB0120),M,BREITLING,steel,16.0,42.0,7500.0
Cartier Panther Steel Watch,F,Cartier,steel,15.0,26.0,2900.0
Rolex Datejust 10P Diamond Combi Watch (69173),F,Rolex,yellow combination,15.0,26.0,5500.0
Tag Heuer Formula 1 Steel Chrono Watch (CAC111B),M,Tagheuer,steel,18.0,42.0,700.0
Tag Heuer Aquaracer Steel Watch (WAY2110),M,Tagheuer,steel,17.0,41.0,1250.0
Gucci Gold Plated Watch (126.4),M,Gucci,other,18.0,38.0,650.0
Hermes Cape Cod Two Strap Steel Watch (CC1.210),F,Hermes,other,15.0,28.0,2200.0
Bulgari BB Steel Watch (BB23SS),F,Bvlgari,steel,14.0,23.0,750.0
Cartier Ballon Bleu Steel Watch,Both,Cartier,steel,15.0,36.0,4300.0
Rolex Submariner Steel Watch (126610LV),M,Rolex,steel,16.0,41.0,26900.0
Gucci Steel Chrono Watch (126.2),M,Gucci,steel,17.0,44.0,420.0
Cartier Claire Steel Watch,F,Cartier,steel,16.0,33.0,4000.0
Fendi Steel Watch (5700L),F,Fendi,steel,18.0,28.5,250.0
Montblanc Tradition Watch,M,MontBlanc,black,20.0,40.0,1400.0
Cartier Dumont Gold Watch,F,Cartier,black,14.0,29.0,7000.0
Cartier Tank Steel Watch (Small),F,Cartier,steel,14.0,22.0,3200.0
Breitling Colt Steel Watch (A74387),M,BREITLING,steel,19.0,44.0,2300.0
Tudor Fastrider Chrono Watch (42000CN),M,TUDOR,other,18.0,42.0,4150.0
Tudor Fastrider Chrono Watch (42000CN),M,TUDOR,black,18.0,42.0,4150.0
Tag Heuer Aquaracer Steel Watch (WAY201A),M,Tagheuer,steel,18.0,44.0,1400.0
Breitling Navitimer Steel Watch (A17326),M,BREITLING,steel,16.0,41.0,6300.0
Omega Speedmaster Moonwatch Steel Chrono Watch,M,OMEGA,steel,17.0,42.0,6650.0
Omega Constellation Steel Watch,M,OMEGA,steel,18.0,33.0,850.0
Rolex Datejust 10P Diamond Steel Watch (116234),M,Rolex,steel,17.0,36.0,10150.0
Chanel Matrazé Steel Watch,F,Chanel,black,16.0,19.0,650.0
Omega Constellation Steel Diamond Watch,M,OMEGA,steel,16.0,35.0,2200.0
Rolex Steel Watch (16014),M,Rolex,steel,18.0,36.0,6200.0
Cartier Panther Combi Watch (Medium),F,Cartier,yellow combination,15.0,26.0,8500.0
Franck Muller Casablanca Steel Watch,M,Franck Muller,steel,16.0,37.5,4600.0
Ferragamo diamond watch,F,Ferragamo,black,15.0,29.0,360.0
Hermes Kelly Watch (KE1.210a),F,Hermes,other,16.0,20.0,2600.0
Jaeger Lecoultre Master Control Moon Phase Watch,M,Jaeger leCoultre,black,18.0,40.0,12000.0
Rolex Pearlmaster Gold Diamond Watch (179459),F,Rolex,other,17.0,26.0,79000.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,17.0,40.0,31500.0
Rolex Explore Combi Watch (124273),M,Rolex,yellow combination,17.0,36.0,19000.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,17.0,40.0,39000.0
Rolex Combi Watch (279173),F,Rolex,yellow combination,14.0,28.0,13200.0
Rolex Combi Diamond Watch (126233),M,Rolex,yellow combination,18.0,36.0,18200.0
Rolex Combi Diamond Watch (116233),M,Rolex,yellow combination,18.0,36.0,12800.0
Rolex Seedweller Deepsea Steel Watch (126660),M,Rolex,steel,19.0,43.0,20800.0
Rolex Combi Diamond Watch (179173),F,Rolex,yellow combination,16.0,26.0,10500.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,15.0,28.0,12300.0
Hermes Cape Cod Steel Watch (CC1.210a),F,Hermes,brown,16.0,28.0,2700.0
Cartier Santos 100 Watch (Medium),Both,Cartier,other,17.0,33.0,3800.0
IWC Pilot Spitfire Chrono Steel Watch (IW377719),M,IWC,steel,18.0,43.0,5300.0
Cartier Ballon Blanc Diamond Steel Watch (W4BL0003),F,Cartier,navy,16.0,30.0,9100.0
Cartier Tank Solo Steel Watch (WSTA0030),F,Cartier,black,16.0,27.5,3200.0
IWC Portuguese Steel Watch,M,IWC,black,21.0,44.0,6800.0
Panerai Luminor Due Gold Watch (PAM00756),F,PANERAI,other,17.0,38.0,14000.0
Tag Heuer Aquaracer Steel Watch (WAY2016),M,Tagheuer,steel,17.0,44.0,3300.0
Rolex Submariner Steel Watch (114060),M,Rolex,steel,15.0,40.0,17000.0
Van Kleep & Arpels Charm Diamond Gold Watch,F,Van Cleef & Arpels,white,14.0,26.0,15000.0
Tag Heuer Aquaracer Steel Chrono Watch (CAF101E),M,Tagheuer,steel,17.0,44.0,1000.0
Hermes Carre Watch (T12.710),M,Hermes,brown,20.0,38.0,4700.0
Omega Seamaster Aqua Terra Steel Watch,F,OMEGA,steel,16.0,30.0,1500.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,17.0,41.0,5000.0
Cartier Panther Steel Diamond Watch (Small),F,Cartier,steel,14.0,22.0,8650.0
TAG Heuer Carrera Chrono Watch (CAR2A80),M,Tagheuer,black,17.0,44.0,3300.0
TAG Heuer Grand Carrera Steel Watch (WAV511A),M,Tagheuer,steel,17.0,40.0,1500.0
Hublot Big Bang Unico King Gold Watch,M,HUBLOT,black,18.0,45.0,38000.0
Gucci Steel Watch (7900M.1),M,Gucci,steel,18.0,29.0,240.0
Panerai Luminor Chrono Titanium Watch (PAM00311),M,PANERAI,black,21.0,24.0,17200.0
Longines diamond watch,F,LONGINES,other,17.0,24.0,365.0
Longines diamond watch,M,LONGINES,other,16.0,33.0,450.0
Fendi Steel Watch (70000L),F,Fendi,steel,13.0,24.5,270.0
Tag Heuer Aquaracer Chrono Steel Watch (CAF1110),M,Tagheuer,steel,17.0,43.0,870.0
Bulgari B.zero1 Gold Watch (BZ22G),F,Bvlgari,black,14.0,22.0,2605.0
Hermes Cape Cod Two Strap Steel Watch (CC1.210),F,Hermes,other,14.0,28.0,2500.0
Tag Heuer Link Steel Watch (WBC2110),M,Tagheuer,steel,18.0,41.0,2000.0
Cartier Tank Francaise Combi Watch,F,Cartier,yellow combination,14.0,27.0,3500.0
Cartier Longe Watch (XL),M,Cartier,blue,17.0,42.0,3200.0
Cartier Tank Steel Diamond Watch (Medium),Both,Cartier,steel,16.0,25.0,8000.0
Cartier Claire Steel Watch,Both,Cartier,steel,16.0,35.0,3900.0
Rolex Oyster Perpetual Steel Watch (76080),F,Rolex,steel,14.0,25.0,3500.0
Rolex Submariner Steel Watch (116610LV),M,Rolex,steel,17.0,40.0,30000.0
Rolex Combi Diamond Watch (126233),M,Rolex,yellow combination,18.0,36.0,20000.0
Gucci Steel Watch (126.4),M,Gucci,steel,17.0,38.0,650.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,16.0,25.5,800.0
Tag Heuer Aquaracer Steel Watch (WBD1310),F,Tagheuer,steel,14.0,33.0,600.0
Gucci Gold Plated Watch (126.4),M,Gucci,other,18.0,38.0,650.0
Gucci Gold Plated Combi Watch (126.5),F,Gucci,other,14.0,27.0,750.0
Chanel Premier Lock Watch,F,Chanel,black,17.0,19.5,3900.0
Rolex Combi Watch (279173),F,Rolex,yellow combination,16.0,28.0,13850.0
Rolex Combi Watch (279173),F,Rolex,yellow combination,16.0,28.0,13850.0
Tudor 1926 Combi Watch (91651),M,TUDOR,pink combination,17.0,42.0,2100.0
Longines Hydro Conquest combination watch,M,LONGINES,black,17.0,41.0,1800.0
Gucci Combi Watch (126.4),M,Gucci,other,16.0,38.0,650.0
Cartier Panther Steel Diamond Watch (Small),F,Cartier,steel,16.0,22.0,7800.0
Hermes Faubourg Gold Watch (FG1.170),F,Hermes,other,15.0,15.0,2500.0
Hermes Clipper Chrono Steel Watch (CL1.310),F,Hermes,steel,14.0,31.0,1100.0
Cartier Tank Solo Gold Watch,F,Cartier,brown,16.0,27.5,6100.0
Tag Heuer Aquaracer Steel Watch (WBD1112),M,Tagheuer,steel,16.0,41.0,1100.0
Hermes H Hour Watch (HH1.201),F,Hermes,brown,16.0,21.0,1200.0
Cartier American Tank Gold Watch,F,Cartier,other,17.0,23.0,4650.0
Longines Master Collection Chrono Steel Watch (L2.759.4),M,LONGINES,steel,17.0,42.0,1950.0
Fendi Selleria Watch (8100M),F,Fendi,other,17.0,37.0,425.0
Vacheron Constantin Maltese Gold Diamond Watch,F,Vacheron constantin,brown,17.0,33.0,18500.0
Oris Sixty Five Steel Watch,M,Oris,other,21.0,40.0,1200.0
omega deville watch,M,OMEGA,brown,20.0,39.0,2200.0
Hermes H Hour Steel Diamond Watch (HH1.210),F,Hermes,steel,17.0,21.0,2200.0
Tag Heuer Formula 1 Chrono Watch (CAZ101M),M,Tagheuer,black,21.0,43.0,900.0
Hublot Classic Fusion Titanium Watch,M,HUBLOT,black,18.0,42.0,7350.0
Omega Deville Combi Watch,F,OMEGA,yellow combination,15.0,23.0,570.0
Longines Ebidenza Steel Watch,M,LONGINES,steel,18.0,35.5,750.0
Oris Royal Flying Doctor Service Watch,M,Oris,black,20.0,43.0,750.0
Rolex Submariner Steel Watch (126610LV),M,Rolex,steel,18.0,41.0,25900.0
Roger Dubuis Excalibur Diamond Gold Watch (DBEX0275),Both,ROGER DUBUIS,black,16.0,37.0,26700.0
Rolex Datejust Steel Watch (116234),M,Rolex,steel,16.0,36.0,10900.0
Cartier Santos Dumont Gold Watch,F,Cartier,white,17.0,34.5,9900.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,16.0,30.0,2700.0
Cartier Claire Watch,F,Cartier,other,14.0,33.0,4300.0
TAG Heuer Carrera Watch (WAR201C-1),M,Tagheuer,black,18.0,41.0,1600.0
Hermes Cape Cod Two Strap Diamond Steel Watch (CC1.210a),F,Hermes,other,15.0,28.0,2500.0
Chaumet Dandy Gold Watch,M,Chaumet,black,19.0,38.0,8500.0
Cartier Tank Francaise Steel Watch (W51002Q3),Both,Cartier,steel,17.0,30.0,3200.0
Cartier Solo Tank Steel Watch,F,Cartier,steel,14.0,27.5,3200.0
Breitling Avenger Steel Watch (A17318),M,BREITLING,steel,17.0,43.0,3100.0
Breitling Navitimer Chrono Steel Watch (AB0121),M,BREITLING,steel,17.0,42.0,7800.0
Bulgari Octo Combi Watch (OCP41SG),M,Bvlgari,steel,17.0,41.0,6500.0
Hermes Medor Steel Watch (ME3.210),F,Hermes,black,15.0,28.0,1200.0
Omega Seamaster Diver300 Steel Watch,M,OMEGA,steel,20.0,42.0,5500.0
Tag Heuer Carrera Steel Chrono Watch (CV2014-2),M,Tagheuer,steel,17.0,41.0,1800.0
Rolex Datejust 10P Diamond Combi Watch (79173),F,Rolex,yellow combination,14.0,26.0,7100.0
Oris Artelier Steel Diamond Watch,F,Oris,steel,16.0,31.0,1000.0
Fendi Diamond Watch (3800L),F,Fendi,black,17.0,24.0,300.0
Omega Constellation Steel Watch,F,OMEGA,steel,15.0,25.0,600.0
Cartier 21st Century Gold Plated Combination Watch,F,Cartier,other,18.0,31.0,1100.0
Oris Artelier Moonphase Steel Watch (7592),M,Oris,steel,15.0,40.0,1080.0
Chanel J12 Ceramic Watch,F,Chanel,white,14.0,34.0,4300.0
Baume & Mercier Capeland Steel Chrono Watch,M,other,steel,17.0,40.0,1000.0
Piaget New Polo White Gold Watch,M,Piaget,other,18.0,38.0,20200.0
Rolex Datejust 10P Diamond Combi Watch (179171),F,Rolex,pink combination,14.0,26.0,13400.0
Rolex Oyster Perpetual Steel Watch (76080),F,Rolex,steel,13.0,25.0,3500.0
Hermes Kelly Watch (KE1.210a),F,Hermes,brown,15.0,20.0,1200.0
Rolex Daytona Combi Watch (116503),M,Rolex,yellow combination,19.0,40.0,31000.0
Rolex Combi Diamond Watch (126281RBR),M,Rolex,pink combination,17.0,36.0,27500.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,blue,16.0,41.0,4550.0
Longines Conquest V.H.P Steel Watch,M,LONGINES,steel,16.0,43.0,750.0
Hermes Slim Dermes Watch (CA2.210),F,Hermes,other,17.0,32.0,1900.0
Ferragamo Gold Plated Watch,F,Ferragamo,green,16.0,26.5,320.0
Christian Dior Radiated Diamonds Steel Watch (CD043110),M,Christian Dior,steel,17.0,38.0,998.0
Ferragamo Gancini gold-plated combination watch,M,Ferragamo,black,18.0,40.0,400.0
Omega Seamaster Diver300 Steel Watch,M,OMEGA,steel,16.0,42.0,4700.0
jaeger lecoultre polaris watch,M,Jaeger leCoultre,brown,17.0,41.0,7300.0
Tudor 1926 Steel Watch (91650),M,TUDOR,steel,19.0,42.0,1500.0
Tag Heuer Aquaracer Steel Watch (WAY1410),F,Tagheuer,steel,14.0,28.0,800.0
Tag Heuer Aquaracer Steel Watch (WAN2111),M,Tagheuer,steel,18.0,42.0,1300.0
Rolex Submariner Steel Watch (16610),M,Rolex,steel,17.0,40.0,10000.0
Cartier Tank Francaise Diamond Steel Watch,F,Cartier,steel,16.0,22.5,4500.0
Tag Heuer Carrera Steel Watch (WAR201C-1),M,Tagheuer,steel,15.0,41.0,1500.0
Gucci watch (126.4),M,Gucci,brown,16.0,38.0,1000.0
Montblanc Star Legacy Steel Watch (7519),M,MontBlanc,steel,18.0,43.0,1100.0
Cartier Roadstar Steel Watch,M,Cartier,steel,18.0,37.0,2300.0
Christian Dior Radid Dior Diamond Steel Watch (CD047112),F,Christian Dior,steel,13.0,25.0,4000.0
Harry Winston Avenue Diamond Gold Watch (332LQW),F,HarryWinston,black,16.0,23.5,12000.0
Chanel J12 Ceramic Watch (H0968),F,Chanel,white,14.0,34.0,4000.0
Tag Heuer Carrera Steel Watch (WAR201C-0),M,Tagheuer,steel,18.0,41.0,1750.0
Hermes Cape Cod Watch (CC3.710),F,Hermes,other,16.0,23.5,1500.0
Cartier Ballon Bleu Steel Watch (Small),F,Cartier,steel,14.0,28.0,3800.0
Cartier Santos Dumont Watch (Small),F,Cartier,other,17.0,28.0,3300.0
Cartier Tank Louis Gold Watch (Large),Both,Cartier,brown,19.0,25.0,15000.0
Cartier Tank Francaise Diamond Gold Watch,F,Cartier,black,16.0,22.5,7000.0
Rolex Steel Diamond Watch (179174),F,Rolex,steel,16.0,26.0,11000.0
Hermes H Hour Watch (HH1.501e),F,Hermes,black,17.0,26.0,3000.0
Rolex Combi Diamond Watch (179173),F,Rolex,yellow combination,17.0,26.0,11000.0
Tag Heuer Carrera Chrono Steel Watch (CBN2012-0),M,Tagheuer,brown,19.0,42.0,3500.0
Omega Speedmaster Steel Chrono Watches,M,OMEGA,steel,18.0,40.0,2200.0
Hublot Classic Fusion Titanium Diamond Watch,F,HUBLOT,black,15.0,38.0,11000.0
Rolex Steel Watch (126000),M,Rolex,steel,18.0,36.0,9300.0
Cartier Santos Dumont Diamond Gold Watch (WJSA0017),F,Cartier,other,17.0,33.0,14000.0
Rolex Datejust Diamond Combi Watch (116243),M,Rolex,yellow combination,16.0,36.0,16600.0
Rolex Explorer 2 Steel Watch (216570),M,Rolex,steel,18.0,42.0,11800.0
Tag Heuer Link Steel Watch (WUC1212),M,Tagheuer,steel,18.0,41.0,1660.0
Omega Constellation Steel Watch,Both,OMEGA,steel,18.0,33.0,900.0
Hermes Assault Steel Watch (AR8.810),M,Hermes,navy,18.0,43.0,4800.0
Breitling Superocean Heritage Steel Watch (A17321),M,BREITLING,steel,18.0,42.0,3350.0
Rolex Combi Diamond Watch (179173),F,Rolex,yellow combination,14.0,26.0,11800.0
Breitling Colt Steel Watch (A74387),M,BREITLING,steel,17.0,44.0,2000.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,16.0,28.0,16000.0
Bulgari BB Diamond Steel Watch (BB26SS),F,Bvlgari,steel,14.0,26.0,1200.0
Rolex Steel Watch (279174),F,Rolex,steel,15.0,28.0,11000.0
TAG Heuer Carrera Watch (WV211M-0),M,Tagheuer,black,19.0,39.0,1400.0
Louis Vuitton Tambour Watch (Q1DM0),M,Louis Vuitton,other,19.0,39.0,1900.0
ferragamo watch,Both,Ferragamo,other,15.0,34.0,300.0
Chanel J12 diamond watch,F,Chanel,black,14.0,34.0,11000.0
Omega Seamaster Diver300 Steel Watch,M,OMEGA,steel,18.0,42.0,4800.0
Rolex Combi Watch (279173),F,Rolex,yellow combination,14.0,28.0,12000.0
Cartier Demoiselle Gold Diamond Watch,F,Cartier,other,14.0,24.0,12000.0
Hublot Classic Fusion Gold Chrono Watch,M,HUBLOT,black,15.0,42.0,27000.0
Vacheron Constantin Patrimony Gold Watch (82172/000R-9382),M,Vacheron constantin,dark blue,19.0,38.0,18000.0
Ferragamo Barra Diamond Watch,F,Ferragamo,brown,16.0,21.5,400.0
Tag Heuer Carrera Steel Chrono Watch (CAR2110-2),M,Tagheuer,steel,18.0,38.0,2200.0
Tag Heuer Link GMT Steel Watch (WAT201C),M,Tagheuer,steel,18.0,41.0,2000.0
Rolex Steel Watch (6516),F,Rolex,steel,17.0,25.0,2500.0
Breitling Bentley 6.75 Steel Watch (A44364),M,BREITLING,steel,19.0,47.0,6300.0
Fendi Steel Watch (60500G),M,Fendi,steel,18.0,32.5,280.0
Omega Constellation Steel Watch,F,OMEGA,steel,15.0,27.0,950.0
Tag Heuer Carrera Heritage Watch (WAS2111),M,Tagheuer,steel,17.0,39.0,1500.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,15.0,25.5,2850.0
Rolex Combi Watch (116233),M,Rolex,yellow combination,18.0,36.0,13000.0
Bulgari BB Gold Watch (BB33GL),Both,Bvlgari,black,17.0,33.0,4000.0
Fendi Gold Plated Watch (770L),F,Fendi,other,14.0,25.0,270.0
Rolex Milgauss Steel Watch (116400GV),M,Rolex,steel,16.0,40.0,14000.0
Hermes Cape Cod Two Strap Diamond Steel Watch (CC1.233),F,Hermes,white,15.0,28.0,4280.0
Bvlgari Diagono Titanium Watch (TI44TA),M,Bvlgari,other,19.0,44.0,1800.0
Rolex Steel Watch (124200),Both,Rolex,steel,14.0,34.0,7000.0
Bulgari B.zero1 Diamond Watch (BZ22S),F,Bvlgari,other,13.0,22.0,1000.0
Rolex Steel Watch (126000),M,Rolex,steel,17.0,36.0,9500.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,steel,15.0,25.5,3850.0
Cartier Santos Combi Watch (Large),M,Cartier,yellow combination,18.0,38.0,10500.0
Rolex Steel Watch (279174),F,Rolex,steel,14.0,28.0,9500.0
Fendi Chrono Steel Watch (21200G),M,Fendi,black,18.0,40.0,630.0
Chanel J12 watch,M,Chanel,white,14.0,39.0,7750.0
Breitling Avenger 2 GMT Steel Watch (A32390),M,BREITLING,steel,16.0,43.0,3000.0
Tag Heuer Aquaracer Chrono Steel Watch (CAP2112),M,Tagheuer,steel,17.0,44.0,1550.0
Bulgari Oval Gold Watch (OV27G),F,Bvlgari,black,15.0,23.5,2100.0
Hermes H Hour Two Strap Watch (HH1.201),F,Hermes,white,15.0,21.0,1300.0
Cartier Ballon Bleu Combi Watch (Small),F,Cartier,yellow combination,15.0,28.0,5400.0
Hamilton Jazzmaster Steel Watch,M,,brown,16.0,45.0,390.0
Rolex Submariner Combi Watch (116613LB),M,Rolex,yellow combination,16.0,40.0,22100.0
Rolex Submariner Steel Watch (116610LV),M,Rolex,steel,18.0,40.0,29500.0
Hermes H Hour Gold Plated Watch (HH1.801),M,Hermes,brown,19.0,30.0,2850.0
Tiffany Diamond Gold Watch,F,Tiffany,other,16.0,25.0,8900.0
Tag Heuer Formula 1 Chrono Steel Watch (CAH101B),M,Tagheuer,steel,18.0,44.0,750.0
montblanc star watch,M,MontBlanc,black,17.0,41.0,1400.0
Gucci watch (126.4),M,Gucci,other,18.0,38.0,450.0
Chanel J12 Diamond Ceramic Watch (H5702),M,Chanel,black,16.0,39.0,8000.0
TAG Heuer Carrera Chrono Steel Watch (CV2014-2),M,Tagheuer,steel,17.0,41.0,2000.0
Cartier Panther Steel Watch (WSPN0006),F,Cartier,steel,15.0,26.0,4500.0
Breitling Avenger 2 GMT Steel Watch (A32390),M,BREITLING,navy,22.0,43.0,3100.0
Longines Gold Plated Watch,F,LONGINES,other,15.0,11.5,520.0
Omega Aquaterra Steel Watch,F,OMEGA,steel,15.0,30.0,1199.0
Rolex Steel Diamond Watch (126234),M,Rolex,steel,17.0,36.0,16500.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,14.0,28.0,18500.0
Rolex Combi Watch (126233),M,Rolex,yellow combination,17.0,36.0,16500.0
Rolex Combi Watch (126231),M,Rolex,pink combination,17.0,36.0,17000.0
Rolex Combi Watch (79163),F,Rolex,yellow combination,15.0,26.0,5800.0
Audemars Piguet Royal Oak Steel Watch,M,Audemars Piguet,steel,17.0,37.0,72000.0
